date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:27	9566/9566	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2015%20Jul%202019%2007:14:17%20GMT	http://klbtheme.com/groci/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.70	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd.js	(from http://klbtheme.com/groci/)
14:24:28	2637/2637	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2015%20Jul%202019%2007:14:17%20GMT	http://klbtheme.com/groci/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=3.6.5	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min3ab2.js	(from http://klbtheme.com/groci/)
14:24:30	810/810	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2031%20May%202019%2021:05:21%20GMT	http://klbtheme.com/groci/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=6.0.2	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart5b21.js	(from http://klbtheme.com/groci/)
14:24:32	816/816	---MCZ	200	added ('OK')	text/xml	date:Fri,%2026%20Jul%202019%2009:24:31%20GMT	http://klbtheme.com/groci/xmlrpc.php?rsd	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/xmlrpc0db0.php	(from http://klbtheme.com/groci/)
14:24:32	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Sat,%2018%20Aug%202018%2007:01:04%20GMT	http://klbtheme.com/groci/wp-includes/wlwmanifest.xml	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-includes/wlwmanifest.xml	(from http://klbtheme.com/groci/)
14:24:33	516967/516967	---MCZ	200	added ('OK')	application/json	date:Fri,%2026%20Jul%202019%2009:24:32%20GMT	http://klbtheme.com/groci/wp-json/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-json/index.html	(from http://klbtheme.com/groci/)
14:24:34	2245/2245	---MCZ	200	added ('OK')	application/json	date:Fri,%2026%20Jul%202019%2009:24:34%20GMT	http://klbtheme.com/groci/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fklbtheme.com%2Fgroci%2F	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-json/oembed/1.0/embeda5c0.json	(from http://klbtheme.com/groci/)
14:24:37	2339/2339	---MCZ	200	added ('OK')	text/xml	date:Fri,%2026%20Jul%202019%2009:24:37%20GMT	http://klbtheme.com/groci/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fklbtheme.com%2Fgroci%2F&format=xml	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-json/oembed/1.0/embeda1a2	(from http://klbtheme.com/groci/)
14:24:37	13774/13774	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Nov%202018%2008:42:05%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/login-1.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/login-1.jpg	(from http://klbtheme.com/groci/)
14:24:38	506/506	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Aug%202018%2008:48:23%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/cropped-favicon-32x32.png	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/cropped-favicon-32x32.png	(from http://klbtheme.com/groci/)
14:24:39	3744/3744	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Aug%202018%2008:48:23%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/cropped-favicon-192x192.png	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/cropped-favicon-192x192.png	(from http://klbtheme.com/groci/)
14:24:40	1603/1603	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Jul%202019%2009:24:10%20GMT	http://fonts.googleapis.com/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/fonts.googleapis.com/index.html	(from http://klbtheme.com/groci/)
14:24:41	16809/16809	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Aug%202018%2008:48:23%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/cropped-favicon-180x180.png	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/cropped-favicon-180x180.png	(from http://klbtheme.com/groci/)
14:24:42	3913/3913	---MC-	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:24:42%20GMT	http://klbtheme.com/groci/wp-login.php?action=lostpassword	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-loginc2b6.html	(from http://klbtheme.com/groci/)
14:24:43	4080/4080	---MC-	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:24:43%20GMT	http://klbtheme.com/groci/wp-login.php?action=register	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-login0ddc.html	(from http://klbtheme.com/groci/)
14:25:14	0/-1	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jul%202019%2009:24:43%20GMT	http://klbtheme.com/groci/shop	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/shop	(from http://klbtheme.com/groci/)
14:25:15	3340/3340	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Nov%202018%2008:42:38%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/logo-1.png	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/logo-1.png	(from http://klbtheme.com/groci/)
14:25:16	52154/52154	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:15%20GMT	http://klbtheme.com/groci/shop/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/shop/index.html	(from http://klbtheme.com/groci/)
14:25:16	38594/38594	---MC-	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:15%20GMT	http://klbtheme.com/groci/my-account/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/my-account/index.html	(from http://klbtheme.com/groci/)
14:25:17	72754/72754	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Nov%202018%2008:45:30%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/slider1.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/slider1.jpg	(from http://klbtheme.com/groci/)
14:25:18	52555/52555	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:17%20GMT	http://klbtheme.com/groci/product-category/fruits-vegetables/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/product-category/fruits-vegetables/index.html	(from http://klbtheme.com/groci/)
14:25:18	42118/42118	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:17%20GMT	http://klbtheme.com/groci/about-us/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/about-us/index.html	(from http://klbtheme.com/groci/)
14:25:19	67651/67651	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:18%20GMT	http://klbtheme.com/groci/product/jumbo-rainier-cherries/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/product/jumbo-rainier-cherries/index.html	(from http://klbtheme.com/groci/)
14:25:19	74899/74899	---MC-	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:18%20GMT	http://klbtheme.com/groci/cart/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/cart/index.html	(from http://klbtheme.com/groci/)
14:25:20	119103/119103	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Nov%202018%2008:45:25%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/slider2.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/slider2.jpg	(from http://klbtheme.com/groci/)
14:25:20	49959/49959	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:18%20GMT	http://klbtheme.com/groci/blog/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/blog/index.html	(from http://klbtheme.com/groci/)
14:25:20	44025/44025	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:19%20GMT	http://klbtheme.com/groci/faq/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/faq/index.html	(from http://klbtheme.com/groci/)
14:25:20	51300/51300	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:19%20GMT	http://klbtheme.com/groci/blog/2018/08/12/restaurant-employer-read-clients-orders-on-his-ipad/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/blog/2018/08/12/restaurant-employer-read-clients-orders-on-his-ipad/index.html	(from http://klbtheme.com/groci/)
14:25:20	1074/1074	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2008:18:12%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/3-3-62x62.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/3-3-62x62.jpg	(from http://klbtheme.com/groci/)
14:25:21	39420/39420	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:20%20GMT	http://klbtheme.com/groci/contact-us/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/contact-us/index.html	(from http://klbtheme.com/groci/)
14:25:21	984/984	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2008:18:12%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/9-2-62x62.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/9-2-62x62.jpg	(from http://klbtheme.com/groci/)
14:25:22	56380/56380	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:21%20GMT	http://klbtheme.com/groci/product/green-seedless-grapes/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/product/green-seedless-grapes/index.html	(from http://klbtheme.com/groci/)
14:25:22	1001/1001	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2008:18:12%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/8-2-62x62.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/8-2-62x62.jpg	(from http://klbtheme.com/groci/)
14:25:23	42464/42464	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:21%20GMT	http://klbtheme.com/groci/product-category/beverages/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/product-category/beverages/index.html	(from http://klbtheme.com/groci/)
14:25:23	1201/1201	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2008:18:12%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/1-4-62x62.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/1-4-62x62.jpg	(from http://klbtheme.com/groci/)
14:25:23	42633/42633	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:23%20GMT	http://klbtheme.com/groci/product-category/biscuits-snacks-chocolates/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/product-category/biscuits-snacks-chocolates/index.html	(from http://klbtheme.com/groci/)
14:25:24	42536/42536	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:23%20GMT	http://klbtheme.com/groci/product-category/breakfast-dairy/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/product-category/breakfast-dairy/index.html	(from http://klbtheme.com/groci/)
14:25:24	1122/1122	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2008:18:12%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/5-2-62x62.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/5-2-62x62.jpg	(from http://klbtheme.com/groci/)
14:25:26	1221/1221	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2008:18:12%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/2-4-62x62.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/2-4-62x62.jpg	(from http://klbtheme.com/groci/)
14:25:27	42587/42587	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:25%20GMT	http://klbtheme.com/groci/product-category/furnishing-home-needs/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/product-category/furnishing-home-needs/index.html	(from http://klbtheme.com/groci/)
14:25:27	42577/42577	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:26%20GMT	http://klbtheme.com/groci/product-category/grocery-staples/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/product-category/grocery-staples/index.html	(from http://klbtheme.com/groci/)
14:25:27	1049/1049	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2008:18:12%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/4-2-62x62.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/4-2-62x62.jpg	(from http://klbtheme.com/groci/)
14:25:28	1104/1104	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2008:18:12%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/6-2-62x62.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/6-2-62x62.jpg	(from http://klbtheme.com/groci/)
14:25:29	42528/42528	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:29%20GMT	http://klbtheme.com/groci/product-category/home-kitchen/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/product-category/home-kitchen/index.html	(from http://klbtheme.com/groci/)
14:25:29	1096/1096	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2008:18:12%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/12-2-62x62.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/12-2-62x62.jpg	(from http://klbtheme.com/groci/)
14:25:31	42550/42550	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:30%20GMT	http://klbtheme.com/groci/product-category/household-needs/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/product-category/household-needs/index.html	(from http://klbtheme.com/groci/)
14:25:31	947/947	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2008:18:12%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/10-2-62x62.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/10-2-62x62.jpg	(from http://klbtheme.com/groci/)
14:25:32	1022/1022	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2008:18:12%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/7-2-62x62.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/7-2-62x62.jpg	(from http://klbtheme.com/groci/)
14:25:33	42687/42687	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:32%20GMT	http://klbtheme.com/groci/product-category/noodles-sauces-instant-food/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/product-category/noodles-sauces-instant-food/index.html	(from http://klbtheme.com/groci/)
14:25:34	1227/1227	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2008:18:12%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/11-2-62x62.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/11-2-62x62.jpg	(from http://klbtheme.com/groci/)
14:25:34	43857/43857	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:33%20GMT	http://klbtheme.com/groci/product-category/meats-frozen-seafood/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/product-category/meats-frozen-seafood/index.html	(from http://klbtheme.com/groci/)
14:25:35	3986/3986	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2008:15:32%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/1-1-170x185.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/1-1-170x185.jpg	(from http://klbtheme.com/groci/)
14:25:36	42338/42338	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:35%20GMT	http://klbtheme.com/groci/product-category/personal-care/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/product-category/personal-care/index.html	(from http://klbtheme.com/groci/)
14:25:36	42475/42475	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:35%20GMT	http://klbtheme.com/groci/product-category/pet-care/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/product-category/pet-care/index.html	(from http://klbtheme.com/groci/)
14:25:36	3566/3566	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202018%2008:15:32%20GMT	http://klbtheme.com/groci/wp-content/uploads/2018/08/2-1-170x185.jpg	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/wp-content/uploads/2018/08/2-1-170x185.jpg	(from http://klbtheme.com/groci/)
14:25:38	56422/56422	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jul%202019%2009:25:36%20GMT	http://klbtheme.com/groci/product/organic-broccoli/	/home/x9sheikh/Desktop/FrontEnd(Farid)/abc4/klbtheme.com/groci/product/organic-broccoli/index.html	(from http://klbtheme.com/groci/)
